"","timestamp","ETH_Close","ETH_Volume","BTC_Close","BTC_Volume","breakeven_inflation","BTC_Energy","ETH_Energy"
"32","2021-06-01","2634.57","1179577.11","36693.09"," 81234.664","2.60","124.44246","48.470774"
"33","2021-05-31","2706.15","1307958.04","37253.81"," 94160.735","2.58","124.12240","48.367256"
"34","2021-05-28","2412.10","1554584.61","35663.49","135377.630","2.57","122.91934","49.318460"
"35","2021-05-27","2742.23","1099029.91","38529.98"," 86547.159","2.59","122.58919","50.160164"
"36","2021-05-26","2884.94","1583799.59","39241.91","104780.773","2.60","122.22345","50.996046"
"37","2021-05-25","2705.11","2115349.50","38324.72","111996.228","2.63","121.85619","51.616707"
"38","2021-05-24","2648.43","2186632.92","38796.29","161630.894","2.64","121.50630","52.268283"
"39","2021-05-21","2430.98","2727031.94","37252.01","202100.888","2.62","120.08627","51.437309"
"40","2021-05-20","2768.62","2942777.93","40526.64","203017.597","2.59","119.68281","51.127184"
"41","2021-05-19","2438.92","4309836.32","36690.09","354347.243","2.66","119.30075","50.617392"
"42","2021-05-18","3375.07","1287110.84","42849.78","116979.861","2.72","118.93740","50.086706"
"43","2021-05-17","3282.51","1904012.44","43538.04","166657.173","2.72","118.51507","49.570193"
"44","2021-05-14","4075.01","1153390.43","49841.45"," 80082.204","2.68","117.11225","48.224777"
"45","2021-05-13","3717.91","2068708.17","49670.97","147332.002","2.65","116.35993","47.645676"
"46","2021-05-12","3823.21","1601842.74","49631.32"," 99842.790","2.72","115.84551","46.946901"
"47","2021-05-11","4173.45","1095927.10","56670.02"," 64329.541","2.68","115.25759","45.898105"
"48","2021-05-10","3945.88","1505897.93","55816.14"," 89586.349","2.71","114.67485","44.943394"
"49","2021-05-07","3479.53"," 760544.65","57314.75"," 74542.748","2.65","112.85976","43.166729"
"50","2021-05-06","3489.73"," 920592.58","56393.68"," 70181.672","2.66","112.26267","42.776710"
"51","2021-05-05","3524.26","1174816.74","57436.11"," 77263.923","2.68","111.66534","42.419836"
"52","2021-05-04","3239.01","1826039.39","53200.01"," 85324.626","2.62","110.86028","41.971227"
"53","2021-05-03","3431.04","1329088.06","57169.39"," 57649.931","2.60","110.29396","41.599462"
"54","2021-04-30","2772.42"," 695339.20","57694.27"," 68578.910","2.57","108.48700","40.708406"
"55","2021-04-29","2757.04"," 863890.01","53555.00"," 52486.019","2.56","107.96606","40.421444"
"56","2021-04-28","2748.24"," 999383.19","54846.22"," 55130.459","2.54","107.47965","40.114335"
"57","2021-04-27","2666.13"," 771728.46","55011.97"," 54064.035","2.51","106.98715","39.730389"
"58","2021-04-26","2532.60","1076469.01","54001.39"," 86310.802","2.47","106.41307","39.460789"
"59","2021-04-23","2367.39","2532242.44","51125.14","132230.781","2.44","104.87570","38.722531"
"60","2021-04-22","2397.94","2220753.10","51690.96","104656.631","2.42","104.36766","38.398469"
"61","2021-04-21","2357.06","1177885.86","53787.63"," 66984.757","2.53","103.77599","38.028628"
"62","2021-04-20","2330.03"," 992240.81","56425.00"," 72744.482","2.52","103.22850","37.521953"
"63","2021-04-19","2161.12"," 820592.27","55633.14"," 78229.042","2.56","102.71958","37.135986"
"64","2021-04-16","2422.67"," 999163.75","61334.80"," 91764.140","2.57","100.85030","36.137599"
"65","2021-04-15","2514.04"," 681950.97","63159.98"," 51649.700","2.55","100.24247","35.807321"
"66","2021-04-14","2432.60"," 972931.61","62959.53"," 82616.344","2.56"," 99.63377","35.502023"
"67","2021-04-13","2299.19"," 782608.62","63575.00"," 82848.689","2.54"," 99.03626","35.110079"
"68","2021-04-12","2137.69"," 579093.36","59860.00"," 56375.037","2.52"," 98.44050","34.835807"
"69","2021-04-09","2066.87"," 426387.44","58142.54"," 40831.885","2.51"," 96.55340","34.095582"
"70","2021-04-08","2080.46"," 501356.00","58077.52"," 44283.147","2.55"," 95.87832","33.780566"
"71","2021-04-07","1963.47"," 892984.90","55953.45"," 71228.406","2.53"," 95.45320","33.569923"
"72","2021-04-06","2112.21"," 673386.06","57991.15"," 54201.001","2.52"," 94.91681","33.215351"
"73","2021-04-05","2107.38"," 684923.61","59129.99"," 54258.016","2.55"," 94.37768","32.916064"
"74","2021-04-02","2133.69"," 846197.93","58950.01"," 47382.419","2.58"," 92.74715","32.083966"
"75","2021-04-01","1968.05"," 741585.07","58720.44"," 47415.617","2.55"," 92.18243","31.772103"
"76","2021-03-31","1919.37"," 746995.86","58740.55"," 60975.543","2.54"," 91.51699","31.447759"
"77","2021-03-30","1840.46"," 568842.01","58746.57"," 55122.443","2.52"," 90.95618","31.098195"
"78","2021-03-29","1816.74"," 647724.46","57635.47"," 67857.937","2.56"," 90.40139","30.843681"
"79","2021-03-26","1698.84"," 515470.93","55025.59"," 63813.775","2.57"," 88.80800","30.215970"
"80","2021-03-25","1585.74"," 701697.00","51293.78"," 87400.535","2.54"," 88.29034","29.998694"
"81","2021-03-24","1581.84"," 753834.52","52303.65"," 83537.465","2.53"," 87.80003","29.750407"
"82","2021-03-23","1668.08"," 577214.00","54340.89"," 59789.365","2.48"," 87.16815","29.481746"
"83","2021-03-22","1680.97"," 582727.49","54083.25"," 62581.626","2.51"," 86.64972","29.239683"
"84","2021-03-19","1809.10"," 500258.43","58030.01"," 52392.653","2.51"," 84.96179","28.542656"
"85","2021-03-18","1776.08"," 603721.61","57648.16"," 66580.407","2.50"," 84.38115","28.291181"
"86","2021-03-17","1823.58"," 658349.45","58912.97"," 70421.621","2.58"," 83.79652","28.025212"
"87","2021-03-16","1805.12"," 764993.40","56900.75"," 77986.694","2.59"," 83.22685","27.715178"
"88","2021-03-15","1793.48","1025326.80","55605.20","102771.427","2.54"," 82.68323","27.456238"
"89","2021-03-12","1766.10"," 869564.64","57221.72"," 73405.406","2.51"," 80.79129","26.703896"
"90","2021-03-11","1825.78"," 909011.50","57773.16"," 81914.813","2.51"," 80.21217","26.469825"
"91","2021-03-10","1795.12"," 937230.63","55851.59"," 84749.239","2.47"," 79.62548","26.216980"
"92","2021-03-09","1870.51"," 857229.48","54884.50"," 71656.737","2.41"," 79.06039","25.999689"
"93","2021-03-08","1833.18","1149711.40","52375.17"," 66987.360","2.42"," 78.53226","25.771942"
"94","2021-03-05","1528.31"," 910786.29","48751.71"," 78192.496","2.43"," 77.78218","25.194223"
"95","2021-03-04","1539.23"," 946365.67","48374.09"," 82649.717","2.43"," 77.78218","25.017174"
"96","2021-03-03","1567.69","1054846.31","50349.37"," 81035.914","2.45"," 77.78218","24.795269"
"97","2021-03-02","1486.78","1061142.39","48440.65"," 64221.062","2.43"," 77.78218","24.611285"
"98","2021-03-01","1569.86","1094695.18","49587.03"," 85086.112","2.40"," 77.78218","24.432103"
"99","2021-02-26","1444.59","1355973.29","46276.87","109423.201","2.39"," 77.78218","23.927336"
"100","2021-02-25","1481.75","1032670.79","47073.73"," 83310.673","2.34"," 77.78218","23.725521"
"101","2021-02-24","1623.39","1384388.82","49676.20"," 91881.209","2.38"," 77.78218","23.457017"
"102","2021-02-23","1577.89","2547837.82","48891.00","169375.025","2.35"," 77.78218","23.168328"
"103","2021-02-22","1777.58","1807244.98","54087.67","134019.435","2.35"," 77.78218","22.797342"
"104","2021-02-19","1955.00"," 793404.41","55906.00"," 79659.778","2.29"," 77.78218","21.934556"
"105","2021-02-18","1939.61"," 937227.10","51552.60"," 60758.047","2.29"," 77.78218","21.605559"
"106","2021-02-17","1849.88"," 795711.63","52119.71"," 85743.638","2.35"," 77.78218","21.317685"
"107","2021-02-16","1781.99"," 817493.48","49133.45"," 88813.266","2.37"," 77.78218","21.065414"
"108","2021-02-15","1779.25","1053474.58","47911.10"," 79398.157","2.36"," 77.78218","20.815746"
"109","2021-02-12","1840.26"," 909600.21","47287.60"," 85870.036","2.35"," 77.78218","20.040598"
"110","2021-02-11","1785.62"," 735079.83","47969.51"," 89561.081","2.32"," 77.78218","19.745862"
"111","2021-02-10","1740.78","1219932.25","44807.58"," 97154.182","2.31"," 77.78218","19.492012"
"112","2021-02-09","1769.13","1185071.90","46420.42","115499.862","2.31"," 77.78218","19.203428"
"113","2021-02-08","1750.15","1339777.10","46374.87","138597.537","2.31"," 77.78218","18.902873"
"114","2021-02-05","1719.19","1194123.30","38290.24"," 66681.334","2.28"," 77.78218","18.170162"
"115","2021-02-04","1595.67","1646502.33","36936.66"," 92080.736","2.25"," 77.78218","17.842835"
"116","2021-02-03","1664.49","1535869.89","37618.87"," 80784.334","2.27"," 77.78218","17.577978"
"117","2021-02-02","1511.87","1944228.00","35466.24"," 78056.660","2.23"," 77.78218","17.351585"
"118","2021-02-01","1374.17","1096397.92","33526.37"," 82718.277","2.18"," 77.78218","17.147393"
"119","2021-01-29","1379.50","2253963.19","34252.20","231827.006","2.21"," 77.78218","16.745650"
"120","2021-01-28","1329.69","1365269.72","33364.86"," 92621.146","2.18"," 77.78218","16.636177"
"121","2021-01-27","1239.03","2009772.08","30366.15"," 95911.962","2.15"," 77.78218","16.521218"
"122","2021-01-26","1365.97","1682923.66","32467.77"," 84972.207","2.15"," 77.78218","16.415095"
"123","2021-01-25","1317.88","1885441.31","32254.20"," 88499.227","2.15"," 77.78218","16.359224"
"124","2021-01-22","1232.62","2020593.22","32945.17","142971.684","2.16"," 77.78218","16.227032"
"125","2021-01-21","1110.96","2254164.80","30850.13","131803.183","2.18"," 77.78218","16.144901"
"126","2021-01-20","1376.99","2219137.62","35468.23"," 89368.423","2.15"," 77.78218","16.030134"
"127","2021-01-19","1365.36","2278852.56","35891.49"," 79611.308","2.12"," 77.78218","15.886312"
"128","2021-01-15","1168.53","1944038.84","36742.22","118300.921","2.09"," 77.78218","15.704746"
"129","2021-01-14","1231.62","1555737.39","39144.50","102950.389","2.09"," 77.78218","15.854167"
"130","2021-01-13","1129.89","1564202.39","37371.38","124477.915","2.04"," 77.78218","15.922500"
"131","2021-01-12","1050.16","2302645.34","34051.24","133948.152","2.06"," 77.78218","16.001359"
"132","2021-01-11","1087.01","4068784.66","35404.47","249131.540","2.04"," 77.78218","16.087301"
"133","2021-01-08","1216.93","2131172.92","40582.81","139789.957","2.07"," 77.78218","15.670811"
"134","2021-01-07","1224.87","1972922.82","39432.28","132825.700","2.09"," 77.78218","15.553726"
"135","2021-01-06","1208.42","2390136.59","36769.36","127139.201","2.04"," 77.78218","15.429729"
"136","2021-01-05","1099.56","2706995.68","33949.53","116049.997","2.01"," 77.78218","15.316998"
"137","2021-01-04","1041.43","4245010.94","31988.71","140899.886","1.98"," 77.78218","15.200969"
"138","2021-01-01"," 728.91"," 675114.09","29331.69"," 54182.925","1.95"," 77.78218","14.715023"
"139","2020-12-31"," 736.42"," 863375.58","28923.63"," 75508.505","1.95"," 77.78218","14.638824"
"140","2020-12-30"," 752.17","1008574.10","28875.54"," 95356.058","1.92"," 77.78218","14.547714"
"141","2020-12-29"," 732.00","1106876.36","27385.00"," 69411.593","1.90"," 77.78218","14.431351"
"142","2020-12-28"," 730.41","1627154.39","27079.41"," 79721.742","1.92"," 77.78218","14.352858"
"143","2020-12-25"," 626.82"," 798009.63","24712.47"," 79519.944","1.91"," 77.78218","14.140121"
"144","2020-12-24"," 612.31"," 886335.86","23729.20"," 69013.834","1.92"," 77.78218","14.078590"
"145","2020-12-23"," 585.56","1208807.37","23232.76","119047.260","1.93"," 77.78218","14.013591"
"146","2020-12-22"," 636.45"," 918851.26","23810.79"," 87033.126","1.92"," 77.78218","13.950281"
"147","2020-12-21"," 607.58"," 843251.17","22719.71"," 88030.297","1.90"," 77.78218","13.894529"
"148","2020-12-18"," 653.85","1000012.98","23107.39"," 79646.134","1.92"," 77.78218","13.717702"
"149","2020-12-17"," 642.70","2006130.02","22797.16","184882.477","1.90"," 77.78218","13.652577"
"150","2020-12-16"," 637.18","1185588.05","21335.52","114306.336","1.90"," 77.78218","13.580122"
"151","2020-12-15"," 588.64"," 569270.52","19426.43"," 61834.366","1.86"," 77.78218","13.526018"
"152","2020-12-14"," 586.29"," 493012.03","19273.14"," 47257.201","1.84"," 77.78218","13.477317"
"153","2020-12-11"," 544.43"," 768921.78","18036.53"," 72610.724","1.82"," 77.78218","13.367515"
"154","2020-12-10"," 558.99"," 608414.51","18254.63"," 52890.675","1.83"," 77.78218","13.320990"
"155","2020-12-09"," 573.09"," 997192.17","18541.28"," 79585.554","1.84"," 77.78218","13.284434"
"156","2020-12-08"," 554.94"," 804443.01","18324.11"," 61626.948","1.84"," 77.78218","13.243728"
"157","2020-12-07"," 591.28"," 498329.38","19166.90"," 41372.296","1.84"," 77.78218","13.204834"
"158","2020-12-04"," 567.24","1052452.79","18650.52"," 71283.668","1.83"," 77.78218","13.086733"
"159","2020-12-03"," 615.85"," 935687.92","19421.90"," 66689.391","1.78"," 77.78218","13.042078"
"160","2020-12-02"," 596.89","1069538.66","19204.09"," 75911.013","1.76"," 77.78218","12.996756"
"161","2020-12-01"," 585.26","2163875.81","18764.96","127698.763","1.72"," 77.78218","12.936594"
"162","2020-11-30"," 616.66","1501989.45","19695.87","115463.467","1.68"," 77.78218","12.874086"
"163","2020-11-27"," 518.68","1088064.28","17139.52"," 85297.025","1.67"," 77.78218","12.744770"
"164","2020-11-26"," 519.83","2683460.74","17149.47","181005.247","1.65"," 77.78218","12.701500"
"165","2020-11-25"," 569.50","1219440.03","18719.11"," 93266.577","1.67"," 77.78218","12.637398"
"166","2020-11-24"," 604.97","1606450.49","19160.01","113581.509","1.65"," 77.78218","12.581980"
"167","2020-11-23"," 608.58","2076008.85","18368.00"," 82961.506","1.62"," 77.78218","12.513841"
"168","2020-11-20"," 510.12","1516361.91","18655.67"," 88423.018","1.61"," 77.78218","12.333041"
"169","2020-11-19"," 471.25"," 817418.53","17802.82"," 93009.561","1.62"," 77.78218","12.287691"
"170","2020-11-18"," 478.41","1477696.29","17776.12","149019.788","1.63"," 77.78218","12.245307"
"171","2020-11-17"," 482.15","1151573.37","17659.38","115221.403","1.63"," 77.78218","12.198577"
"172","2020-11-16"," 460.55"," 812060.45","16713.57"," 81300.676","1.64"," 77.78218","12.156104"
"173","2020-11-13"," 476.43"," 976665.10","16320.70"," 75691.881","1.64"," 77.78218","12.058892"
"174","2020-11-12"," 462.39"," 990776.63","16291.86","102196.357","1.63"," 77.78218","12.003173"
"175","2020-11-11"," 463.09","1205782.84","15684.24"," 78469.746","1.69"," 77.78218","11.966269"
"176","2020-11-10"," 450.34"," 866872.41","15297.21"," 61681.920","1.69"," 77.78218","11.929369"
"177","2020-11-09"," 444.32","1099213.25","15328.41","108976.334","1.63"," 77.78218","11.892782"
"178","2020-11-06"," 455.91","1682440.96","15579.92","122618.198","1.54"," 77.78218","11.786741"
"179","2020-11-05"," 416.69","1475139.77","15590.02","143741.523","1.55"," 77.78218","11.746405"
"180","2020-11-04"," 402.49","1157064.35","14144.01"," 93016.988","1.56"," 77.56044","11.714256"
"181","2020-11-03"," 387.88"," 752954.37","14023.53"," 74115.631","1.62"," 77.32845","11.687177"
"182","2020-11-02"," 383.02"," 779968.58","13549.37"," 64566.422","1.60"," 77.09716","11.638090"
"183","2020-10-30"," 382.49"," 771750.75","13560.10"," 70657.779","1.59"," 76.40743","11.549318"
"184","2020-10-29"," 387.13"," 573096.01","13455.70"," 74872.602","1.61"," 76.17889","11.515902"
"185","2020-10-28"," 388.23"," 855275.47","13266.40"," 94440.561","1.61"," 75.95104","11.480831"
"186","2020-10-27"," 403.45"," 754244.38","13636.17"," 80796.554","1.64"," 75.72387","11.447983"
"187","2020-10-26"," 392.52"," 895142.67","13052.19"," 60951.673","1.63"," 75.49738","11.416261"
"188","2020-10-23"," 409.11"," 727832.32","12923.07"," 50387.000","1.66"," 74.82196","11.298511"
"189","2020-10-22"," 413.98","1095897.21","12968.52"," 70038.824","1.68"," 74.59816","11.263691"
"190","2020-10-21"," 390.38","1221663.64","12780.96","114584.457","1.56"," 74.37504","11.225222"
"191","2020-10-20"," 368.52"," 617309.82","11909.99"," 62134.751","1.53"," 74.15258","11.190027"
"192","2020-10-19"," 379.30"," 577252.90","11751.47"," 47414.535","1.53"," 73.93079","11.158986"
"193","2020-10-16"," 365.50"," 654029.36","11319.32"," 48797.750","1.53"," 73.26938","11.074799"
"194","2020-10-15"," 377.64"," 634038.09","11505.12"," 48760.718","1.52"," 73.05023","11.042009"
"195","2020-10-14"," 378.69"," 569557.83","11417.89"," 41415.106","1.52"," 72.83174","10.989586"
"196","2020-10-13"," 381.04"," 645141.91","11420.56"," 42205.284","1.52"," 72.61389","10.955730"
"197","2020-10-12"," 386.51"," 844422.65","11528.25"," 52825.284","1.55"," 72.39670","10.921483"
"198","2020-10-09"," 365.02"," 650478.19","11050.64"," 48240.073","1.56"," 71.74902","10.817158"
"199","2020-10-08"," 350.95"," 631794.88","10925.57"," 51959.692","1.56"," 71.53442","10.772102"
"200","2020-10-07"," 341.58"," 541928.86","10666.39"," 32811.990","1.54"," 71.32046","10.744548"
"201","2020-10-06"," 340.75"," 640063.27","10599.66"," 48674.740","1.51"," 71.10714","10.698486"
"202","2020-10-05"," 353.62"," 376740.31","10792.21"," 34025.762","1.52"," 70.89445","10.667234"
"203","2020-10-02"," 345.60"," 733571.84","10570.40"," 50130.394","1.48"," 70.26021","10.568731"
"204","2020-10-01"," 352.85"," 758349.32","10619.13"," 60866.333","1.48"," 70.65721","10.538384"
"205","2020-09-30"," 359.83"," 498943.23","10776.59"," 39596.027","1.50"," 70.47417","10.489341"
"206","2020-09-29"," 359.79"," 585143.17","10840.48"," 41874.898","1.49"," 70.26338","10.451541"
"207","2020-09-28"," 353.96"," 757758.43","10696.12"," 50095.252","1.48"," 70.05322","10.409413"
"208","2020-09-25"," 351.92"," 860643.78","10686.67"," 48101.117","1.43"," 69.42650","10.306987"
"209","2020-09-24"," 348.97","1071705.10","10736.32"," 57676.619","1.45"," 69.21885","10.276498"
"210","2020-09-23"," 320.72"," 940904.50","10241.46"," 51876.568","1.48"," 69.35493","10.237094"
"211","2020-09-22"," 344.21"," 842731.13","10529.61"," 43991.235","1.50"," 69.99262","10.203363"
"212","2020-09-21"," 340.36","1283946.03","10417.22"," 70683.431","1.50"," 69.96509","10.164121"
"213","2020-09-18"," 384.39"," 804194.47","10933.39"," 47266.728","1.58"," 69.57429","10.016385"
"214","2020-09-17"," 389.36","1256300.41","10939.99"," 55601.615","1.57"," 69.36619"," 9.921077"
"215","2020-09-16"," 365.11"," 841709.99","10954.01"," 64991.512","1.57"," 69.15871"," 9.809389"
"216","2020-09-15"," 364.06"," 883856.33","10785.31"," 61822.453","1.54"," 68.95186"," 9.766317"
"217","2020-09-14"," 377.12","1042059.62","10671.77"," 67059.291","1.54"," 68.74562"," 9.708794"
"218","2020-09-11"," 373.63"," 844017.60","10387.89"," 43830.254","1.53"," 68.13060"," 9.579338"
"219","2020-09-10"," 367.93","1134287.61","10336.87"," 58253.754","1.54"," 67.92682"," 9.535353"
"220","2020-09-09"," 350.85"," 879760.56","10219.20"," 49347.114","1.57"," 67.72365"," 9.486656"
"221","2020-09-08"," 337.39","1400246.83","10126.65"," 73491.878","1.55"," 67.54347"," 9.456056"
"222","2020-09-07"," 353.59","1740618.42","10373.44"," 62620.231","1.57"," 67.99255"," 9.420857"
"223","2020-09-04"," 385.26","1806488.22","10446.25"," 92733.599","1.57"," 68.91556"," 9.285362"
"224","2020-09-03"," 381.40","2408569.34","10140.85","121950.106","1.53"," 68.82208"," 9.208915"
"225","2020-09-02"," 439.50","1880642.47","11388.54"," 87221.846","1.61"," 68.74991"," 9.100332"
"226","2020-09-01"," 475.40","1751354.58","11921.97"," 78148.194","1.65"," 68.54427"," 8.952297"
"227","2020-08-31"," 433.79","1040748.69","11649.51"," 55353.618","1.69"," 68.33925"," 8.834624"
"228","2020-08-28"," 395.11"," 732601.47","11526.91"," 45953.908","1.68"," 67.86319"," 8.675058"
"229","2020-08-27"," 383.27"," 877763.74","11330.38"," 63246.036","1.65"," 67.66021"," 8.643007"
"230","2020-08-26"," 385.81"," 738690.78","11461.43"," 53998.231","1.63"," 67.45784"," 8.610545"
"231","2020-08-25"," 382.93"," 970445.38","11318.42"," 69590.923","1.60"," 67.25607"," 8.578163"
"232","2020-08-24"," 407.68"," 717403.82","11748.20"," 46212.392","1.57"," 67.05491"," 8.541060"
"233","2020-08-21"," 387.97"," 860998.73","11531.34"," 64448.306","1.52"," 66.45502"," 8.434856"
"234","2020-08-20"," 415.94"," 663555.73","11853.55"," 46085.254","1.48"," 66.25625"," 8.388576"
"235","2020-08-18"," 421.95"," 743254.57","11945.01"," 75923.836","1.55"," 65.86049"," 8.345599"
"236","2020-08-17"," 430.89"," 868870.65","12281.13"," 84734.212","1.54"," 65.66350"," 8.299535"
"237","2020-08-14"," 438.11","1109670.94","11760.54"," 59818.853","1.53"," 65.07606"," 8.161986"
"238","2020-08-13"," 424.54","1511330.77","11780.00"," 70132.492","1.56"," 64.88141"," 8.093221"
"239","2020-08-12"," 387.18"," 751848.80","11564.33"," 64909.614","1.56"," 64.68735"," 8.033414"
"240","2020-08-11"," 379.00"," 992412.60","11392.08"," 90748.285","1.50"," 64.49387"," 8.006750"
"241","2020-08-10"," 395.44"," 826969.91","11892.92"," 84952.338","1.49"," 64.30097"," 7.935332"
"242","2020-08-07"," 379.34","1041207.36","11594.23"," 65755.926","1.50"," 63.72571"," 7.872729"
"243","2020-08-06"," 394.77"," 821379.08","11762.46"," 63529.085","1.53"," 63.53511"," 7.848357"
"244","2020-08-05"," 400.72","1124119.07","11744.91"," 74970.257","1.52"," 63.34507"," 7.822304"
"245","2020-08-04"," 389.61","1180792.42","11191.97"," 58629.114","1.45"," 63.15561"," 7.793943"
"246","2020-08-03"," 385.94","1191565.09","11219.81"," 56931.841","1.46"," 62.96671"," 7.766396"
"247","2020-07-31"," 346.33"," 948088.45","11335.46"," 70063.661","1.40"," 62.40339"," 7.691213"
"248","2020-07-30"," 334.87","1008827.57","11099.61"," 60794.826","1.37"," 62.21674"," 7.668936"
"249","2020-07-29"," 317.71"," 792802.32","11100.53"," 76838.094","1.38"," 62.03065"," 7.649468"
"250","2020-07-28"," 316.77","1093231.56","10906.27"," 97267.734","1.36"," 61.84511"," 7.631219"
"251","2020-07-27"," 321.93","1636122.35","11029.96","150188.933","1.38"," 61.66013"," 7.610950"
"252","2020-07-24"," 279.15"," 926033.07"," 9537.80"," 43931.136","1.35"," 61.10850"," 7.564226"
"253","2020-07-23"," 275.30","1068774.58"," 9603.27"," 51856.234","1.37"," 60.92572"," 7.553688"
"254","2020-07-22"," 263.74"," 718417.68"," 9518.16"," 48815.004","1.40"," 60.74349"," 7.544774"
"255","2020-07-21"," 245.59"," 637462.08"," 9390.00"," 60413.582","1.40"," 60.56181"," 7.537296"
"256","2020-07-20"," 236.01"," 396657.92"," 9160.78"," 35458.764","1.37"," 60.41054"," 7.533116"
"257","2020-07-17"," 232.67"," 325600.21"," 9154.32"," 28054.359","1.35"," 60.53886"," 7.516788"
"258","2020-07-16"," 233.57"," 587161.74"," 9133.72"," 43375.571","1.30"," 60.48691"," 7.513849"
"259","2020-07-15"," 238.61"," 368350.67"," 9197.60"," 39053.580","1.28"," 61.13490"," 7.514298"
"260","2020-07-14"," 240.44"," 426320.89"," 9255.85"," 45772.553","1.27"," 61.89814"," 7.513640"
"261","2020-07-14"," 240.44"," 426320.89"," 9255.85"," 45772.553","1.27"," 61.89814"," 7.513640"
"262","2020-07-13"," 239.50"," 604093.04"," 9242.62"," 42740.069","1.27"," 61.79875"," 7.511498"
"263","2020-07-10"," 241.26"," 455025.12"," 9288.34"," 38295.494","1.25"," 61.25578"," 7.515760"
"264","2020-07-09"," 241.98"," 647641.58"," 9232.43"," 48044.451","1.22"," 61.07256"," 7.516643"
"265","2020-07-08"," 246.95"," 958185.84"," 9436.06"," 56140.518","1.25"," 60.88989"," 7.513277"
"266","2020-07-07"," 239.39"," 600424.97"," 9257.39"," 34587.337","1.26"," 60.70777"," 7.512029"
"267","2020-07-06"," 241.60"," 864817.51"," 9344.20"," 54463.132","1.28"," 60.52619"," 7.511458"
"268","2020-07-03"," 224.87"," 314578.50"," 9058.26"," 28943.420","1.20"," 60.03551"," 7.513671"
"269","2020-07-02"," 226.46"," 592485.91"," 9086.54"," 45725.168","1.21"," 59.85594"," 7.513383"
"270","2020-07-01"," 230.99"," 517351.59"," 9232.00"," 38488.529","1.17"," 59.67691"," 7.517341"
"271","2020-06-30"," 225.60"," 415036.03"," 9138.55"," 31463.163","1.16"," 59.49842"," 7.518793"
"272","2020-06-29"," 227.93"," 597915.52"," 9192.56"," 42120.293","1.14"," 59.32046"," 7.517257"
"273","2020-06-26"," 229.64"," 628340.07"," 9162.21"," 50292.298","1.11"," 59.36980"," 7.544425"
